CandidateID,PositionID,JobTitle,ApplicationDate,Source,Stage,DateatStage
 CAND-9197   ,"""""""pos--216""""""""""""""",  ,  2025-11-14   , Employee Referral  ,  Interview 1  ,   2025-11-20   
#N/A,"""""""""""POS--216""""""""""",,2025-11-14, JOB FAIR  ,  Interview 2    , 2025-11-27   
 CAND-9199 ,  POS-216   , Regional Sales  , 2025-11-14   ,   Employee Referral ,"""""""Offer""""""",2025-12-03
 CAND-9200 ,"""POS--216""",  Regional Sales   , 2025-11-14  , Employee Referral , hired ,  2025-12-06 
"""CAND--9201""",   POS-216 ,  Regional Sales  ,2026-01-12, JOB FAIR  ,    Applied   ,"""2026--01--12"""
"""""""""""CAND--9202""""""",  POS-216   , Regional Sales ,2026-01-12, NULL ,   Screened    ,2026-01-17
 CAND-9203   ,POS-216,"""""""""""""""Regional""""Sales""""""""""",2026-01-12, JOB FAIR ,  Rejected  ,2026-01-20
  CAND-9204 ,   POS-216   ,  Regional Sales  ,  2025-12-11  ,   EMPLOYEE REFERRAL  ,Applied, 2025-12-11 
   CAND-9205 ,"""""""""""POS--216""""""""""""""",#N/A,   2025-12-11  ,,   Rejected   ,   2025-12-17  
 CAND-9205   , POS-216 ,"""Regional""""Sales""",2025-12-11,"""""""""""company""""website""""""",Rejected,2025-12-17
"""""""CAND--9207""""""",POS-216,  ,  2025-12-09   ,  Company Website ,  ,   2025-12-12 
 CAND-9207   ,"""""""""""POS--216""""""""""",  Regional Sales  ,"""""""""""2025--12--09""""""""""","""""""""""Company""""Website""""""""""""""",  Screened ,"""""""""""""""2025--12--12"""""""""""
  cand-9209 , POS-217   , it , 2025-11-30   ,"""""""""""""""COMPANY""""WEBSITE""""""""""",   Applied , 2025-11-30  
"""""""cand--9209""""""",pos-217,IT, 2025-11-30   ,"""""""company""""website""""""",Applied, 2025-11-30 
 CAND-9211   ,POS-217,  IT  ,  2025-11-30 ,"""""""Employee""""Referral""""""""""""""",INTERVIEW 1,   2025-12-07   
"""""""""""""""CAND--9212""""""""""", POS-217 ,it,"""2025--11--30""", Job Fair ,N/A,"""""""2025--12--14"""""""
"""""""""""CAND--9213""""""",  POS-217   , IT   ,N/A, Indeed  , Rejected ,    2025-12-17   
"""CAND--9214""",   POS-217 , IT   ,   2026-01-14   ,  LinkedIn  ,"""""""""""""""Applied""""""",2026-01-14
   CAND-9215  ,POS-217, IT  ,N/A,   indeed  ,"""""""""""""""SCREENED""""""""""""""", 2026-01-20 
  CAND-9216   ,"""""""POS--217""""""",    IT    ,2026-01-14,   LinkedIn   ,   Interview 1  ,  2026-01-26 
   cand-9216  , POS-217   ,IT,2026-01-14,LinkedIn,interview 1,   2026-01-26  
 CAND-9218   ,pos-217,   IT   , 2025-12-22 , company website  ,Applied, 2025-12-22 
CAND-9219, POS-217  ,IT,"""""""""""2025--12--22""""""""""""""","""""""""""EMPLOYEE""""REFERRAL""""""""""","""""""""""Screened""""""",2025-12-24
CAND-9220,  POS-217   ,   IT  ,   2025-12-22 ,EMPLOYEE REFERRAL,"""""""""""interview""""1""""""""""""""",
  CAND-9220 , pos-217  , IT ,   2025-12-22  , Employee Referral ,   interview 1  ,2025-12-26
   CAND-9221 ,   POS-217  ,IT,2025-12-22, indeed  ,  Rejected ,"""""""""""2025--12--29"""""""""""""""
,"""""""POS--217""""""""""""""",IT,"""""""""""2026--01--17""""""","""""""""""Company""""Website""""""""""",Rejected,2026-01-23
 cand-9224 ,  pos-217   ,  IT   ,"""""""2026--01--05""""""""""""""",  Indeed   ,,#N/A
   CAND-9225  ,"""""""POS--217""""""""""""""",IT,  2025-11-20  ,   indeed  ,   Rejected , 2025-11-20 
#N/A, pos-217 , IT   ,   2026-01-09   ,"""""""""""""""INDEED""""""""""","""""""REJECTED""""""""""",2026-01-09
"""""""""""CAND--9227""""""""""",,"""""""""""it""""""""""""""","""""""2025--11--15""""""""""", INDEED   , Applied ,2025-11-15
#N/A,  POS-217   ,  IT ,   2025-11-15  ,"""LinkedIn""", screened ,2025-11-20
#N/A,POS-217, IT  ,   2025-11-15  ,  Job Fair  , Rejected ,2025-11-24
    CAND-9230   ,   POS-217   ,it, 2025-11-29   ,,   Applied   ,  2025-11-29   
   CAND-9231   ,"""""""""""""""POS--217""""""",   it ,   2025-11-29   ,  Employee Referral  ,#N/A,2025-12-06
"""cand--9232""",POS-217, IT ,2025-11-29,    Job Fair   ,    INTERVIEW 1  ,"""2025--12--10"""
   CAND-9233  ,  POS-217  ,N/A,"""""""2025--11--29""""""""""",   Company Website   , NULL ,   2025-12-17 
"""CAND--9234""","""POS--217""",IT,  2026-01-20 ,  LINKEDIN   ,,"""2026--01--20"""
    CAND-9235   ,   POS-217   ,  it  ,   2025-11-26   ,   Indeed   ,   Applied   , 2025-11-26   
CAND-9236,   POS-217 ,it,"""""""""""2025--11--26""""""""""",LINKEDIN,N/A,N/A
CAND-9237,   POS-217  ,IT,"""""""""""""""2025--11--26""""""""""","""""""""""Employee""""Referral""""""",  Rejected   ,2025-12-08
"""CAND--9238""",  POS-217   ,,2026-01-25,  Indeed , Applied  , 2026-01-25   
cand-9239, POS-217  , IT   ,  2026-01-25  ,"""""""LinkedIn""""""""""",Rejected,   2026-01-31   
"""""""""""cand--9240""""""""""""""",  POS-217   ,   IT  ,   2025-12-25 ,N/A, Rejected  , 2025-12-25   
   cand-9241 ,  POS-217  ,IT,"""2025--12--05""",,"""""""""""Applied""""""""""",   2025-12-05  
    CAND-9242  ,  POS-217   ,"""""""""""IT""""""""""""""""""",   2025-12-05   , EMPLOYEE REFERRAL  ,  Screened   ,   2025-12-09  
   CAND-9243 ,, IT  ,  2025-12-05    , Employee Referral ,"""""""""""rejected""""""""""""""", 2025-12-14  
CAND-9244,   POS-217   ,,  2026-01-14   ,   Company Website  ,N/A, 2026-01-14  
 CAND-9245   ,  POS-217   ,IT,  ,   Company Website    ,Screened,
   CAND-9246   ,  POS-217 ,IT,   2026-01-14  , LinkedIn ,#N/A,  2026-01-22    
 cand-9247 , POS-217  , IT ,"""""""""""""""2026--01--14""""""","""""""Job""""Fair""""""",Rejected,"""""""""""2026--01--29"""""""
CAND-9248,   POS-218   , Research ,2026-01-13,#N/A,"""""""""""Applied""""""""""",   2026-01-13  
cand-9249,    POS-218   ,  Research   ,"""""""""""""""2026--01--13""""""""""""""",N/A,Screened,  2026-01-16   
"""CAND--9249""", POS-218   ,research, 2026-01-13   ,   job fair  ,"""""""Screened""""""""""""""",  2026-01-16  
CAND-9250,POS-218,   Research  , 2026-01-13  ,Job Fair,  interview 1 , 2026-01-20   
   CAND-9252   ,POS-218,Research, NULL ,   COMPANY WEBSITE , OFFER , 2026-01-30  
#N/A, POS-218   ,N/A,N/A,"""""""""""LinkedIn""""""""""""""""""","""""""Hired""""""", 2026-02-04  
"""""""CAND--9254""""""""""""""",  POS-218  ,  RESEARCH  ,   2025-12-05  ,  JOB FAIR ,"""Applied""",   2025-12-05   
  CAND-9255    ,POS-218,   research   , 2025-12-05  ,,"""""""""""SCREENED""""""","""""""2025--12--08"""""""
"""""""cand--9256""""""""""","""POS--218""",Research, 2025-12-05  ,Indeed,#N/A,"""""""""""2025--12--11"""""""
 CAND-9257  , POS-218 , NULL ,,, Interview 2 ,#N/A
   cand-9258   ,  POS-218  ,Research,"""""""2025--12--05""""""""""""""",  Indeed    ,rejected,"""2025--12--20"""
 CAND-9258   ,   POS-218 ,   Research ,  2025-12-05 ,Indeed,rejected,2025-12-20
CAND-9260,POS-218,   research ,"""2025--12--08""",, NULL ,N/A
"""""""CAND--9260""""""","""""""""""POS--218""""""", Research  , 2025-12-08   ,Company Website,Screened,"""2025--12--12"""
  ,   POS-218 , Research ,2025-12-08,  EMPLOYEE REFERRAL    , NULL ,"""2025--12--19"""
"""""""""""""""CAND--9263""""""","""""""""""""""pos--218""""""""""""""",   RESEARCH  ,  2025-12-08   ,  Employee Referral  ,Rejected,
  CAND-9264  ,"""""""""""POS--218""""""",Research,"""2025--12--04""",  Job Fair   ,, 2025-12-04 
CAND-9264, POS-218 ,Research, 2025-12-04  ,"""""""""""Job""""Fair""""""",   APPLIED  , 2025-12-04   
"""""""""""CAND--9265""""""""""","""""""POS--218""""""""""""""",  Research  ,2025-12-04,Company Website,   Rejected   ,  2025-12-11 
"""CAND--9267""","""""""""""POS--218""""""""""",Research,  2025-12-19 ,N/A,   Applied   ,   2025-12-19    
cand-9267,POS-218,   RESEARCH  , 2025-12-19 ,  EMPLOYEE REFERRAL  ,  Applied   ,  2025-12-19 
  CAND-9269  ,POS-218,   Research  , 2025-12-19   ,LinkedIn,"""""""""""""""interview""""1""""""""""", 2026-01-02   
"""""""CAND--9270""""""","""pos--218""", research   ,2025-12-19,   Job Fair ,  ,2026-01-05
,#N/A,"""""""""""Research""""""""""", 2025-11-28 ,,   Applied  , 2025-11-28   
 CAND-9272  ,"""""""POS--218""""""", research   , 2025-11-28  ,Job Fair,"""""""""""Screened""""""""""""""",2025-12-04
   CAND-9273    ,"""""""""""POS--218""""""""""""""""""","""""""Research""""""""""",2025-11-28, Employee Referral ,"""""""""""Interview""""1""""""""""",
CAND-9274,"""""""""""""""POS--218""""""""""",  Research ,   2025-11-28  , Job Fair  ,   Rejected   ,2025-12-11
  CAND-9275   ,    POS-218   ,"""""""""""""""research""""""",   2025-12-01    ,  JOB FAIR , Rejected   ,"""""""""""2025--12--01"""""""
   CAND-9276 ,  POS-218   ,Research, 2025-12-26   , Indeed  , Rejected  ,2025-12-26
N/A, NULL ,  research  , 2026-01-06  ,Indeed,Applied, NULL 
  CAND-9278  ,"""""""""""POS--218""""""",#N/A,  2026-01-06  , LinkedIn  ,Screened,   2026-01-11    
  CAND-9279    ,POS-218,  Research   ,"""2026--01--06""",    LINKEDIN    ,N/A,  2026-01-17 
 cand-9280 ,,   Research  , NULL ,   Company Website   , Interview 2   ,"""""""2026--01--21"""""""
   CAND-9281  ,  ,  ,   2026-01-06 ,"""""""""""Company""""Website""""""""""""""",#N/A,2026-01-28
CAND-9282,  POS-218  , Research   ,2026-01-06,"""Job""""Fair""","""""""HIRED""""""""""""""",   2026-02-03   
   CAND-9283 ,,  Research   ,2025-12-31,  ,Applied,"""""""""""2025--12--31"""""""""""
 CAND-9284 ,"""""""""""POS--218""""""", RESEARCH , 2025-12-31   , Company Website   ,Rejected,"""2026--01--02"""
 CAND-9285 ,POS-218,   Research  ,  2026-01-11   ,   Employee Referral   ,Applied,   2026-01-11 
 CAND-9286  ,   POS-218  ,   Research ,  2026-01-11 ,Company Website, Rejected ,  2026-01-14   
   cand-9287 ,  POS-218   ,Research,    2026-01-08    , LinkedIn ,, 2026-01-08  
   CAND-9288   , pos-218 ,  ,  2026-01-10 ,  Indeed  ,"""""""""""Rejected""""""""""""""","""2026--01--10"""
CAND-9289, POS-218   ,"""""""Research""""""""""", 2026-01-17  ,"""""""""""Job""""Fair""""""""""""""""""","""""""""""""""""""Applied""""""""""","""""""2026--01--17"""""""
  ,"""POS--218""",Research, 2026-01-17  ,Job Fair,  Rejected  ,
  CAND-9291   ,  POS-218 ,"""""""Research""""""", 2026-01-16   , employee referral ,  APPLIED  ,   2026-01-16  
  CAND-9292  ,   POS-218   , NULL ,   2026-01-16 ,"""""""""""Company""""Website""""""""""""""""""",Screened,  2026-01-20   
CAND-9292,"""""""""""""""POS--218""""""""""","""""""""""""""Research""""""",2026-01-16,COMPANY WEBSITE,   Screened   , 2026-01-20 
  CAND-9293   ,"""POS--218""", Research  ,   2026-01-16   ,LinkedIn,   Interview 1  , 2026-01-27  
 CAND-9295 ,  POS-218   ,  , NULL , Job Fair  ,   Offer   , 2026-02-05 
   CAND-9296  ,"""""""""""""""POS--218""""""""""""""""""", Research  ,   2026-01-16  ,   LinkedIn   ,"""""""""""Hired""""""""""""""",  2026-02-07  
 CAND-9297 , NULL , Research ,   2025-12-21  ,N/A,Rejected,#N/A
 CAND-9298  ,,   qc , 2025-12-23 , job fair ,Rejected,"""""""""""2025--12--23"""""""""""
   cand-9298   ,   POS-219   ,  qc   ,  2025-12-23  , Job Fair  ,  Rejected ,  2025-12-23 
CAND-9300,  POS-219  ,QC,   2025-12-31   ,job fair,  ,"""""""""""""""""""2025--12--31"""""""""""""""
   CAND-9301   , NULL , QC , 2025-12-31  ,    Employee Referral  ,"""""""""""""""Screened""""""""""""""",2026-01-07
  CAND-9302  ,  POS-219   ,QC, 2025-12-31 ,Company Website,Interview 1,"""""""2026--01--11"""""""""""""""
 NULL , pos-219 ,   QC ,"""""""2025--12--31""""""""""",  indeed  ,    Interview 2    ,  2026-01-18 
"""""""CAND--9304""""""""""",  POS-219   ,"""QC""",   2025-12-31  ,  job fair ,   Rejected   ,2026-01-24
   CAND-9305 , NULL ,"""""""QC""""""", 2025-11-11   ,"""employee""""referral""",,"""""""""""2025--11--11"""""""""""
cand-9305,   POS-219 , QC  ,  2025-11-11 , Employee Referral ,  Applied ,2025-11-11
"""""""""""cand--9307""""""""""", pos-219  ,"""""""""""""""QC""""""""""",  2025-11-11   ,N/A,   Interview 1 ,2025-11-20
 CAND-9308   , NULL ,"""""""""""QC""""""""""""""","""2025--11--11""","""""""Company""""Website""""""""""","""Interview""""2""","""""""""""2025--11--22"""""""""""""""
CAND-9308,  POS-219  ,QC,   2025-11-11   , company website  , Interview 2  ,   2025-11-22 
CAND-9310, POS-219 ,qc, 2025-11-11 ,"""""""Company""""Website""""""""""""""",  Hired  ,"""""""""""2025--11--30"""""""""""""""
   CAND-9311 ,"""""""""""POS--219""""""""""","""""""""""""""QC""""""""""""""",2026-01-17,"""""""""""""""""""INDEED""""""""""""""","""""""Rejected""""""","""""""2026--01--17"""""""
   CAND-9312   ,"""""""POS--219""""""""""", QC  ,N/A,"""""""""""""""indeed""""""""""""""",   APPLIED ,2025-10-28
   CAND-9312   ,  POS-219 , QC   ,2025-10-28,Indeed,Applied,  2025-10-28 
   CAND-9314 , POS-219 , QC   ,    2025-10-28   ,"""company""""website""", Interview 1   , 2025-11-05  
"""CAND--9315""",#N/A,"""""""QC""""""",   2025-10-28   ,Employee Referral,Interview 2,#N/A
   CAND-9316   ,   pos-219 ,"""""""""""""""QC""""""""""",   2025-10-28 ,   Indeed  , NULL ,   2025-11-15  
cand-9317,  ,   QC  ,"""2025--10--23""", NULL , Rejected  ,2025-10-23
  CAND-9318 ,   POS-219    ,QC,2025-11-25,   Indeed ,  Applied , 2025-11-25 
"""CAND--9319""",POS-219,QC,"""""""""""""""2025--11--25""""""""""""""", employee referral ,   Screened   ,  2025-11-29   
  CAND-9320  ,POS-219,QC,  2025-11-25    ,LinkedIn,"""""""""""""""REJECTED""""""""""",  2025-12-06   
"""""""""""CAND--9321""""""""""",POS-219,QC,,"""LinkedIn""",APPLIED,  2025-12-04 
    CAND-9322   ,,QC,2025-12-04, Job Fair ,  SCREENED  ,  2025-12-07 
CAND-9322,   POS-219  ,  QC  ,  2025-12-04 , JOB FAIR ,"""""""SCREENED""""""""""",  2025-12-07   
   CAND-9323   ,  pos-219   ,  QC   , 2025-12-04   , Company Website   ,"""Interview""""1""",   2025-12-11   
  CAND-9325 , POS-219 ,  QC ,   2025-12-04   ,"""""""""""""""Job""""Fair""""""""""""""",Rejected,"""""""""""""""2025--12--24"""""""""""""""
  CAND-9326 ,   POS-219 ,QC,"""2025--10--21""",  Employee Referral ,   applied  ,  2025-10-21   
"""""""cand--9327""""""""""""""",  pos-219   ,  qc ,2025-10-21,"""""""Indeed""""""""""""""",N/A,2025-10-27
  CAND-9327   ,   POS-219 ,QC,  2025-10-21 ,"""""""""""""""Indeed""""""","""screened""","""2025--10--27"""
, POS-219  , QC   , 2025-10-21 ,"""LINKEDIN""", Rejected ,"""""""""""""""2025--11--06"""""""""""""""
 CAND-9330   ,"""""""""""""""POS--219""""""""""""""", QC ,   2026-01-01  , LinkedIn  , Applied ,  
   CAND-9331  ,   POS-219 ,"""""""QC""""""",2026-01-01,Employee Referral, Screened ,2026-01-07
   CAND-9332 ,  pos-219  ,  QC   ,   2026-01-01   ,"""""""""""employee""""referral""""""""""","""""""""""""""rejected""""""",   2026-01-14  
"""""""""""""""cand--9332""""""""""",   POS-219  ,  QC  ,"""""""""""2026--01--01""""""",Employee Referral,rejected,"""""""""""2026--01--14"""""""""""""""
  cand-9334  ,  POS-219  ,"""""""QC""""""""""""""",   2025-12-27    ,"""Company""""Website""",  SCREENED   , 2026-01-02  
 NULL ,POS-219,   QC   ,N/A,Employee Referral,   Interview 1  ,"""""""2026--01--05"""""""""""
 CAND-9336  ,   POS-219  ,QC, 2025-12-27  ,   job fair ,  Interview 2  , 2026-01-09 
  CAND-9337   ,#N/A,  QC    ,  2025-12-27 ,LinkedIn,   Offer   ,"""2026--01--14"""
CAND-9338,"""""""""""POS--219""""""""""", QC   ,,LinkedIn,Hired,"""2026--01--16"""
 CAND-9338 ,  POS-219  , qc  ,  2025-12-27  ,LinkedIn,hired,2026-01-16
 CAND-9340  , POS-219 ,QC,2025-12-26, Employee Referral   ,"""""""Rejected""""""""""",   2026-01-01   
 CAND-9341 ,pos-219,   QC ,    2026-01-22  , NULL ,Applied,  2026-01-22 
  CAND-9342  ,    pos-219  , QC  , NULL ,  ,"""""""Screened""""""","""2026--01--27"""
 CAND-9342 ,"""""""""""""""POS--219""""""",  QC  ,  2026-01-22 ,Indeed,Screened,   2026-01-27  
CAND-9343,  POS-219 ,   QC  ,  2026-01-22  ,job fair,REJECTED,"""2026--01--30"""
CAND-9345,"""""""""""POS--220""""""""""""""",   QC  ,2025-12-17,Indeed,"""""""""""Screened""""""""""",   2025-12-20  
#N/A,POS-220,"""""""""""""""QC""""""""""""""","""""""""""2025--12--17""""""""""",   Job Fair ,  Interview 1  , NULL 
   cand-9347   ,"""POS--220""", QC  , 2025-12-17   ,indeed, NULL , 2025-12-28  
 CAND-9348 ,  POS-220   , QC ,"""2025--12--17""","""""""""""LinkedIn""""""""""", NULL ,2025-12-30
"""""""""""""""CAND--9349""""""""""", NULL ,"""QC""", 2025-12-17 ,LinkedIn,Hired,  2026-01-06   
 CAND-9350 ,  POS-220  ,    QC  ,   2026-01-30   ,  LinkedIn   ,   Applied , 2026-01-30  
 cand-9351   ,POS-220,QC,  2026-01-30 ,"""""""""""LinkedIn""""""""""""""",   Screened  ,2026-02-05
"""CAND--9352""", POS-220   ,QC,  2026-01-30   ,  Job Fair   ,rejected,"""2026--02--09"""
 NULL ,POS-220,  QC   ,#N/A,Job Fair,N/A,   2026-01-24   
cand-9354,   POS-220   ,   QC  ,N/A,   Job Fair ,"""""""""""Rejected""""""""""""""",#N/A
  CAND-9354   ,POS-220,   QC ,"""""""2026--01--20""""""","""Job""""Fair""", Rejected ,  2026-01-20  
 cand-9356 ,"""""""""""POS--220""""""""""", QC  ,    2025-12-26    ,N/A, REJECTED  ,"""""""""""2025--12--31"""""""""""""""
cand-9357,   POS-220  ,QC,  2026-01-31   , Employee Referral  ,  Applied ,2026-01-31
 CAND-9358 ,POS-220, QC ,2026-01-31,   Company Website   , Screened  ,   2026-02-05   
  CAND-9359  ,   POS-220    ,  QC  ,"""""""""""""""""""2026--01--31""""""""""""""""""",  Job Fair ,  Interview 1   , 2026-02-12   
   CAND-9359 , POS-220 ,   QC ,  2026-01-31 ,JOB FAIR,"""""""Interview""""1""""""",   2026-02-12 
"""""""""""""""CAND--9361""""""",POS-220,"""""""QC""""""""""","""""""""""""""2026--01--26""""""",, NULL ,
N/A, POS-220 ,,,"""""""""""""""LinkedIn""""""",  Applied ,   2026-01-04   
  cand-9363  , NULL ,"""QC""","""""""""""2026--01--04""""""""""""""",Job Fair,Rejected,   2026-01-11  
 cand-9364 ,POS-220,,N/A,   COMPANY WEBSITE , Applied   ,   2025-12-21 
  CAND-9365 , POS-220   ,QC,   2025-12-21   ,    job fair   ,  Rejected  ,   2025-12-23   
cand-9366,   POS-220  ,"""QC""", 2026-01-28 ,"""""""""""Employee""""Referral""""""", applied , 2026-01-28 
"""""""CAND--9367""""""",  pos-220  ,  ,"""""""2026--01--28""""""", job fair   ,   Rejected   ,2026-01-31
 CAND-9367   ,  POS-220 ,   QC , 2026-01-28 , job fair  ,"""Rejected""",   2026-01-31   
  CAND-9369   ,   pos-220  ,"""""""""""""""""""QC""""""""""""""""""",N/A,  LinkedIn  , Screened ,    2025-12-31    
"""""""CAND--9369""""""""""",pos-220,  QC ,  2025-12-29   ,  LinkedIn   , Screened  ,  2025-12-31   
CAND-9371,pos-220,   QC ,2025-12-29, employee referral  ,"""""""""""""""REJECTED""""""""""""""","""""""""""""""2026--01--07"""""""""""
CAND-9371,"""POS--220""","""QC""","""""""""""2025--12--29""""""","""""""""""""""employee""""referral""""""","""""""""""Rejected""""""""""","""2026--01--07"""
"""""""""""""""""""CAND--9373""""""""""""""",  pos-220  ,#N/A,   2026-01-29   , Employee Referral  ,  SCREENED   ,   2026-02-05  
   cand-9374   , POS-220  , QC ,  2026-01-29   ,LinkedIn,   Interview 1 , 2026-02-09 
  CAND-9375   ,   POS-220  ,"""""""""""""""QC""""""""""", 2026-01-29   ,   EMPLOYEE REFERRAL  ,N/A,   2026-02-15  
"""""""""""""""CAND--9376""""""", POS-220  ,  QC   ,2026-01-29,   Company Website   , Rejected  ,"""2026--02--21"""
  CAND-9377  ,  ,qc,2025-12-21,  LinkedIn  , applied ,"""""""2025--12--21"""""""""""
   CAND-9378   ,   POS-220 ,  ,   2025-12-21 ,  Indeed , Rejected , 2025-12-28 
   CAND-9379 , POS-220  ,N/A,   2026-01-11 ,   Job Fair   , Rejected  ,
  CAND-9380 ,   POS-221 ,Marketing,2026-01-09, LinkedIn   ,  Applied ,  2026-01-09   
CAND-9381,  POS-221  ,Marketing,2026-01-09,,"""""""Screened""""""""""""""",  2026-01-13 
"""""""""""""""cand--9381""""""", POS-221  ,Marketing,2026-01-09,   COMPANY WEBSITE  ,  screened  ,2026-01-13
"""""""CAND--9382""""""""""""""","""POS--221""",   Marketing ,2026-01-09,JOB FAIR,"""Interview""""1""",   2026-01-19  
 cand-9384   ,"""""""""""""""POS--221""""""",#N/A,  2026-01-09 ,  Employee Referral ,Rejected,"""""""""""2026--01--28"""""""""""""""
   CAND-9385 ,"""""""POS--221""""""""""""""",   MARKETING  ,#N/A,   INDEED ,,  2026-01-16   
#N/A,   POS-221 , NULL ,2026-01-23, Company Website  , Applied   ,#N/A
   CAND-9387  ,   POS-221 , Marketing   , 2026-01-23 ,  linkedin   ,Screened,    2026-01-26    
    cand-9388   ,   POS-221   , marketing ,  2026-01-23   ,  LinkedIn  ,  Interview 1 ,N/A
   CAND-9389   ,pos-221,   Marketing  ,  2026-01-23   ,COMPANY WEBSITE,  INTERVIEW 2 ,    2026-02-05   
CAND-9390,POS-221,Marketing,,    employee referral   ,"""""""""""offer""""""""""""""",2026-02-08
 CAND-9391 ,#N/A,"""""""Marketing""""""",   2026-01-23  , NULL ,HIRED,   2026-02-12 
"""""""CAND--9392""""""""""""""",POS-221,Marketing,,#N/A,Applied,"""""""""""""""2026--01--02"""""""""""
  CAND-9393  ,POS-221,  Marketing   , 2026-01-02 ,"""Indeed""", Screened  , 2026-01-05  
   CAND-9394   , NULL ,Marketing,"""2026--01--02""", Employee Referral  ,  Interview 1  ,2026-01-08
"""""""""""""""CAND--9395""""""""""""""",#N/A,   MARKETING   ,  2026-01-02 , LINKEDIN  , Interview 2 ,2026-01-10
   cand-9396  , POS-221 , Marketing  , 2026-01-02  ,  Job Fair ,,  2026-01-16   
 CAND-9397   ,   POS-221  ,    Marketing   ,"""""""""""""""2026--01--28""""""",INDEED,    Rejected   ,"""""""""""""""2026--01--28"""""""""""
"""""""""""CAND--9398""""""""""",   POS-221    ,"""""""Marketing""""""""""","""""""""""""""2025--12--06""""""","""""""""""""""""""LinkedIn""""""""""""""""""", Applied   ,  2025-12-06  
"""""""CAND--9398""""""""""""""",POS-221,"""""""""""""""Marketing""""""""""""""",2025-12-06,"""""""""""LinkedIn""""""", APPLIED  ,  2025-12-06 
   CAND-9400   , POS-221 ,    Marketing  ,2025-11-30,   job fair  ,   APPLIED   ,"""""""""""""""2025--11--30"""""""""""""""
 NULL ,"""""""""""POS--221""""""""""""""", Marketing   ,  ,Employee Referral,N/A,  2025-12-02 
cand-9402,   POS-221   , Marketing   ,   2025-11-30 , NULL ,   Rejected  ,   2025-12-04  
CAND-9403,   POS-221   ,marketing,  2026-01-07 ,  Employee Referral   ,    Rejected    , 2026-01-07  
  ,   POS-221  ,  MARKETING  , NULL ,Job Fair,  Applied  ,   2025-12-28 
   CAND-9405    ,N/A,Marketing, 2025-12-28 , Company Website ,"""""""SCREENED""""""", 2026-01-03   
  CAND-9406   ,   POS-221   ,  Marketing  ,   2025-12-28  ,Indeed,Interview 1, 2026-01-09  
CAND-9407,  POS-221 ,  Marketing   ,#N/A,"""""""""""""""""""Employee""""Referral""""""""""",    REJECTED    ,"""2026--01--16"""
"""""""CAND--9408""""""", POS-221  ,  Marketing  ,2025-12-03,employee referral,"""""""Applied""""""", 2025-12-03 
   CAND-9409  ,pos-221,  MARKETING   ,   2025-12-03  ,   Indeed ,  Screened  ,  2025-12-05    
,   POS-221   ,N/A, 2025-12-03  ,"""INDEED""",  interview 1   ,  
N/A,"""""""POS--221""""""","""""""marketing""""""",   2025-12-03  ,  LINKEDIN ,   rejected   ,2025-12-15
"""""""""""""""CAND--9412""""""""""""""", pos-221 , marketing   ,"""""""2025--12--25""""""""""",   Company Website   ,  Applied   ,2025-12-25
  cand-9413 ,   POS-221  ,Marketing,   2025-12-25   ,    LinkedIn  ,#N/A,  2025-12-29   
"""""""CAND--9414""""""""""",  POS-221  ,  Marketing   ,2025-11-28,  Employee Referral ,"""""""Applied""""""","""""""""""2025--11--28"""""""""""
  CAND-9414  ,"""""""POS--221""""""", Marketing ,"""2025--11--28""",  Employee Referral   ,  Applied ,2025-11-28
 CAND-9416 ,  POS-221   , marketing ,2025-11-28, NULL , Interview 1  ,  2025-12-11  
CAND-9417, POS-221   ,MARKETING,2025-11-28,"""""""Job""""Fair""""""",  Interview 2  ,2025-12-18
   cand-9418   ,,   MARKETING ,,   Employee Referral ,"""""""""""""""Offer""""""""""""""", 2025-12-24  
"""""""CAND--9418""""""""""",POS-221, Marketing ,   2025-11-28  ,Employee Referral,  Offer  ,  2025-12-24   
   CAND-9420    ,"""""""""""POS--221""""""""""",  Marketing    , 2026-01-14  , LINKEDIN   ,  Rejected  , 2026-01-14  
 NULL ,   POS-221   , Marketing  ,#N/A,  job fair  , Applied  ,    2025-12-27    
 NULL ,"""""""""""""""POS--221""""""""""",  marketing   ,2025-12-27,   indeed   ,#N/A,2026-01-01
  CAND-9423   ,   POS-221 ,   Marketing ,"""""""2026--01--03""""""""""""""",,REJECTED,  2026-01-03   
    CAND-9424    , POS-222 ,, 2025-10-22 , NULL ,"""""""""""""""""""Applied""""""""""""""""""", 2025-10-22 
"""cand--9425""",POS-222,"""""""""""Operations""""""",  2025-10-22 ,  linkedin  ,,2025-10-26
  cand-9426  , POS-222 ,"""""""""""Operations""""""""""", 2025-10-22  , LinkedIn   ,"""Interview""""1""",2025-11-02
CAND-9427,POS-222,    Operations   ,  2025-10-22    ,LinkedIn, Rejected   ,  
cand-9428, POS-222 ,"""Operations""",    2026-01-02   ,  Job Fair  ,Applied, 2026-01-02  
"""CAND--9428""",POS-222,"""Operations""",  2026-01-02 ,job fair,   Applied ,"""""""2026--01--02"""""""""""""""
"""""""CAND--9430""""""""""",   POS-222 ,Operations,  ,   LinkedIn ,"""""""""""interview""""1""""""""""""""","""2026--01--12"""
"""""""""""cand--9430""""""""""""""",POS-222,operations, 2026-01-02   , LinkedIn   ,"""""""""""""""Interview""""1""""""""""", 2026-01-12 
